rank,word,frequency,doc_freq(共59卷)
4047,pathway,2,2
4048,plug,2,2
4049,kit,2,2
4050,finalist,2,1
4051,winner,2,2
4052,liberate,2,2
4053,wardrobe,2,1
4054,casual,2,2
4055,implicitly,2,2
4056,problem-solving,2,2
4057,cluster,2,2
4058,discard,2,2
4059,rotten,2,2
4060,band,2,2
4061,peninsula,2,2
4062,gary,2,2
4063,lupyan,2,1
4064,swignley,2,1
4065,clue,2,2
4066,refute,2,2
4067,dedicate,2,2
4068,instruct,2,2
4069,spectator,2,2
4070,utter,2,2
4071,calendar,2,2
4072,deepen,2,2
4073,groundbreaking,2,2
4074,unequal,2,2
4075,dance,2,2
4076,high-earning,2,1
4077,vocabulary,2,2
4078,enroll,2,2
4079,obedient,2,2
4080,negatively,2,2
4081,outgo,2,2
4082,chancellor,2,2
4083,privatize,2,2
4084,immaterial,2,2
4085,haslam,2,1
4086,finalize,2,1
4087,february,2,2
4088,morgan's,2,1
4089,january,2,2
4090,governor's,2,1
4091,govern,2,2
4092,unworkable,2,1
4093,jobless,2,2
4094,reconstruct,2,2
4095,florence,2,2
4096,culmination,2,2
4097,latin,2,2
4098,traveler,2,1
4099,scholarly,2,2
4100,adventurer,2,2
4101,greece,2,2
4102,greco-roman,2,1
4103,statue,2,2
4104,admission,2,2
4105,villa,2,1
4106,stale,2,2
4107,overproduction,2,1
4108,penalize,2,2
4109,supermarket,2,2
4110,edible,2,2
4111,coupon,2,1
4112,tailor,2,2
4113,thin,2,2
4114,grammar,2,2
4115,seafood,2,2
4116,slide,2,2
4117,nigeria's,2,1
4118,cross,2,2
4119,steep,2,2
4120,tomato-paste,2,1
4121,ogbeh,2,1
4122,second-largest,2,2
4123,unwelcome,2,2
4124,etiquette,2,2
4125,somehow,2,2
4126,contagious,2,2
4127,reaction,2,2
4128,glance,2,2
4129,schwartz,2,2
4130,port,2,2
4131,benign,2,2
4132,browse,2,2
4133,pretense,2,2
4134,occupy,2,2
4135,setting,2,2
4136,drink's,2,2
4137,chemist,2,1
4138,pemberton,2,1
4139,sugary,2,2
4140,strangely,2,1
4141,potent,2,1
4142,paul,2,2
4143,leafy,2,2
4144,delicate,2,2
4145,sierra,2,2
4146,explorer,2,2
4147,mariani,2,1
4148,grace,2,2
4149,kola-extract,2,1
4150,cola,2,1
4151,atlanta,2,2
4152,coke,2,1
4153,settler,2,2
4154,proximity,2,2
4155,transit,2,2
4156,denver,2,2
4157,vigorous,2,2
4158,migrant,2,2
4159,tom,2,2
4160,frantic,2,2
4161,agent,2,2
4162,owl,2,2
4163,nominee,2,1
4164,prejudice,2,2
4165,hollywood,2,2
4166,rainy,2,2
4167,better-paying,2,2
4168,misinterpretation,2,2
4169,shark,2,2
4170,small-scale,2,2
4171,bold,2,2
4172,gate,2,2
4173,arguably,2,2
4174,hard-won,2,2
4175,terry,2,2
4176,fraction,2,2
4177,ram,2,1
4178,ridicule,2,2
4179,complication,2,1
4180,doi,2,1
4181,coordinator,2,2
4182,aquatic,2,2
4183,hogg,2,1
4184,ross,2,2
4185,shut,2,2
4186,early-career,2,1
4187,davis,2,2
4188,net,2,2
4189,hesitant,2,2
4190,isaac,2,2
4191,asimov,2,1
4192,obey,2,2
4193,except,2,2
4194,zeroth,2,1
4195,gunman,2,1
4196,safeguard,2,2
4197,debatable,2,2
4198,roboticist,2,1
4199,bristol,2,1
4200,h-bots,2,1
4201,choke,2,2
4202,odds,2,2
4203,divorce,2,2
4204,abstract,2,2
4205,wireless,2,2
4206,millennials,2,1
4207,analytics,2,2
4208,actionable,2,1
4209,creatively,2,2
4210,tangible,2,1
4211,utopian,2,1
4212,diesel,2,1
4213,destine,2,2
4214,timothy,2,1
4215,facebook,2,1
4216,farook,2,1
4217,hacker,2,2
4218,governmental,2,2
4219,opsahl,2,1
4220,hindrance,2,2
4221,tighten,2,2
4222,insignificant,2,2
4223,unsettle,2,2
4224,nightmare,2,2
4225,brand-new,2,2
4226,consent,2,2
4227,fbi,2,1
4228,pink,2,2
4229,ditch,2,1
4230,harper,2,1
4231,tilapia,2,1
4232,retreat,2,2
4233,tanzanian,2,1
4234,uninhabitable,2,2
4235,thick,2,2
4236,route,2,2
4237,disruption,2,2
4238,last-minute,2,2
4239,hbr,2,1
4240,busyness,2,1
4241,headphone,2,1
4242,knowledge-intensive,2,2
4243,competence,2,2
4244,unscheduled,2,2
4245,spicy,2,1
4246,nutritious,2,2
4247,sensational,2,2
4248,egypt,2,1
4249,geographical,2,2
4250,trace,2,2
4251,block,2,2
4252,nile,2,2
4253,acupuncture,2,1
4254,brother,2,2
4255,giza,2,1
4256,dash,2,1
4257,axis,2,1
4258,remnant,2,2
4259,maximum,2,2
4260,temple,2,1
4261,computerize,2,1
4262,reckless,2,2
4263,apt,2,2
4264,mri,2,1
4265,iowa,2,1
4266,neutral,2,2
4267,mate,2,1
4268,probable,2,2
4269,risk-taking,2,1
4270,intensify,2,2
4271,impart,2,2
4272,wetland,2,1
4273,salinity,2,1
4274,neurice,2,1
4275,absorbency,2,1
4276,serrat,2,1
4277,short-term,2,2
4278,mid,2,2
4279,territory,2,2
4280,eu-funded,2,1
4281,salt-resistant,2,1
4282,milestone,2,2
4283,infinite,2,2
4284,patience,2,2
4285,kristin,2,1
4286,bus,2,1
4287,photographer,2,2
4288,tame,2,2
4289,peaceful,2,2
4290,favorite,2,2
4291,garbage,2,2
4292,lane,2,2
4293,yearn,2,2
4294,polite,2,2
4295,classification,2,2
4296,enthusiastic,2,2
4297,abraham,2,2
4298,lincoln,2,2
4299,thursday,2,2
4300,repute,2,2
4301,nowhere,2,2
4302,drought,2,2
4303,com,2,2
4304,bare,2,2
4305,wither,2,2
4306,pile,2,2
4307,plant's,2,2
4308,who're,2,2
4309,impractical,2,2
4310,embody,2,2
4311,roll,2,2
4312,terrify,2,2
4313,revolve,2,2
4314,placement,2,2
4315,pennsylvania,2,2
4316,naive,2,2
4317,oblige,2,2
4318,cuny,2,1
4319,georgia,2,1
4320,gsu,2,1
4321,resourceful,2,1
4322,one-third,2,2
4323,perseverance,2,2
4324,atlantic,2,2
4325,recall,2,2
4326,transfer,2,2
4327,determinant,2,2
4328,klenow,2,1
4329,omit,2,2
4330,questionable,2,2
4331,prescription,2,1
4332,shortcut,2,1
4333,parameter,2,2
4334,greenland,2,1
4335,october,2,2
4336,finite,2,2
4337,applicable,2,2
4338,steam,2,1
4339,railway,2,2
4340,louisiana,2,2
4341,pediatrics,2,2
4342,peer-to-peer,2,2
4343,swanson,2,1
4344,toddler,2,2
4345,permission,2,2
4346,dunham,2,1
4347,inspect,2,1
4348,wale,2,1
4349,farmbots,2,1
4350,thermal,2,2
4351,sukkarieh,2,1
4352,large-scale,2,2
4353,simplify,2,2
4354,furthermore,2,2
4355,advent,2,2
4356,non-scientists,2,1
4357,oversimplify,2,1
4358,obscure,2,2
4359,miraculous,2,2
4360,satisfactory,2,2
4361,mom,2,2
4362,album,2,2
4363,introductory,2,1
4364,collide,2,2
4365,magnetic,2,2
4366,credibility,2,2
4367,distribution,2,2
4368,aptitude,2,2
4369,grasp,2,2
4370,re-emerge,2,1
4371,maria,2,1
4372,sail,2,2
4373,women's,2,2
4374,th-century,2,2
4375,stun,2,2
4376,victorian,2,1
4377,crawl,2,2
4378,text,2,2
4379,pupa,2,1
4380,unconventional,2,2
4381,moth,2,1
4382,tube,2,2
4383,hummingbird,2,1
4384,surprisingly,2,2
4385,neat,2,2
4386,incorrectly,2,1
4387,leaf-cutter,2,1
4388,well-known,2,2
4389,wrongly,2,2
4390,expedition,2,2
4391,badly,2,2
4392,numeracy,2,2
4393,high-level,2,2
4394,broaden,2,2
4395,minimal,2,2
4396,intermediary,2,2
4397,telepresence,2,1
4398,actroid,2,1
4399,human-like,2,2
4400,integration,2,2
4401,replacement,2,2
4402,trickery,2,1
4403,pack,2,2
4404,refresh,2,2
4405,continuous,2,1
4406,prompt,2,2
4407,dataset,2,2
4408,tony,2,2
4409,frame,2,2
4410,unstable,2,2
4411,predictor,2,1
4412,hyperactivity,2,1
4413,adhd,2,1
4414,dodge,2,1
4415,valid,2,2
4416,all-round,2,2
4417,subtle,2,1
4418,wed,2,1
4419,long-lasting,2,2
4420,envy,2,2
4421,steadily,2,2
4422,nutritionist,2,2
4423,unfairly,2,2
4424,amazon,2,1
4425,offline,2,1
4426,reinvent,2,1
4427,dot,2,2
4428,startup,2,1
4429,mahjong,2,1
4430,specially,2,1
4431,superiority,2,2
4432,adore,2,2
4433,site,2,2
4434,musical,2,2
4435,instrument,2,2
4436,unclear,2,2
4437,collector,2,2
4438,mathematician,2,2
4439,balloon,2,1
4440,paradise,2,2
4441,cozy,2,2
4442,personalise,2,2
4443,symbol,2,2
4444,wing,2,2
4445,propeller,2,2
4446,plaything,2,2
4447,taxi,2,2
4448,loyalty,2,2
4449,discount,2,2
4450,publisher,2,1
4451,unsuccessful,2,2
4452,farley,2,1
4453,directive,2,2
4454,slam,2,1
4455,cloud,2,2
4456,hardware,2,2
4457,orbital,2,1
4458,mitigation,2,1
4459,dispose,2,2
4460,exploration,2,1
4461,retain,2,2
4462,toughness,2,1
4463,fragility,2,2
4464,liberty,2,2
4465,shell,2,2
4466,rig,2,2
4467,kimura,2,1
4468,construction,2,2
4469,automobile,2,2
4470,fracture,2,2
4471,besiege,2,2
4472,reshuffle,2,2
4473,irresponsible,2,1
4474,slice,2,1
4475,cube,2,1
4476,deploy,2,1
4477,mar,2,2
4478,sputnik,2,1
4479,arc,2,2
4480,operational,2,2
4481,ponder,2,2
4482,responsibly,2,2
4483,emitter,2,2
4484,long-standing,2,1
4485,remarkably,2,2
4486,here's,2,2
4487,accessibility,2,2
4488,re-enter,2,1
4489,self-employment,2,1
4490,trainer,2,2
4491,collegial,2,1
4492,neutrality,2,2
4493,resolution,2,2
4494,workmate,2,2
4495,expel,2,2
4496,unwilling,2,2
4497,chess,2,2
4498,arbitrary,2,2
4499,complement,2,1
4500,dose,2,2
4501,outsmart,2,1
4502,ridiculous,2,2
4503,non-daydreamers,2,1
4504,daydreamer,2,1
4505,christian,2,2
4506,responder,2,1
4507,cousin,2,2
4508,oregon,2,2
4509,rehearsal,2,1
4510,avert,2,2
4511,lzfil,2,2
4512,ffij,2,1
4513,cit,2,2
4514,jix,2,2
4515,fru,2,2
4516,listener,2,2
4517,hip,2,2
4518,experimentation,2,2
4519,lender,2,2
4520,unforgettable,2,2
4521,throat,2,2
4522,defective,2,2
4523,vicinity,2,2
4524,spill,2,2
4525,greenpeace's,2,1
4526,voluntarily,2,2
4527,weddell,2,1
4528,interference,2,2
4529,jji,2,2
4530,yell,2,2
4531,warrant,2,2
4532,kefir,2,1
4533,amburghs,2,1
4534,conversion,2,1
4535,open-minded,2,2
4536,regenerative,2,1
4537,insulate,2,2
4538,premium,2,2
4539,unusually,2,2
4540,informally,2,2
4541,pristine,2,1
4542,extinct,2,2
4543,height,2,2
4544,container,2,2
4545,smash,2,2
4546,resentment,2,2
4547,doll,2,1
4548,universally,2,2
4549,justifiable,2,2
4550,tomorrow,2,2
4551,oversee,2,2
4552,unpleasant,2,2
4553,long-cherished,2,2
4554,glacier,2,2
4555,copeland,2,1
4556,tarahumara,2,1
4557,villager,2,2
4558,tedious,2,2
4559,readiness,2,2
4560,relentless,2,2
4561,oppress,2,2
4562,coworkers,2,2
4563,queensland,2,1
4564,reef,2,1
4565,robin,2,2
4566,ijt,2,2
4567,ifj,2,1
4568,in-person,2,2
4569,appropriately,2,2
4570,reimburse,2,1
4571,doctor's,2,1
4572,random,2,2
4573,fragment,2,2
4574,thoroughly,2,2
4575,contend,2,2
4576,fertility,2,2
4577,disregard,2,2
4578,cottage,2,1
4579,roof,2,2
4580,insert,2,2
4581,unhappy,2,2
4582,aversion,2,2
4583,song,2,2
4584,sin,2,2
4585,initially,2,2
4586,ach,2,1
4587,uav,2,1
4588,row,2,2
4589,hat,2,2
4590,ibm,2,1
4591,compute,2,2
4592,utterly,2,2
4593,emit,2,2
4594,advisory,2,1
4595,committee's,2,1
4596,wallinga,2,1
4597,usda's,2,1
4598,logistics,2,1
4599,jxlssages,2,1
4600,visualize,2,2
4601,air-condition,2,1
4602,comfort,2,2
4603,reductive,2,2
4604,sadness,2,2
4605,body's,2,2
4606,usage,2,2
4607,resume,2,2
4608,elaborate,2,2
4609,acquaint,2,2
4610,erase,2,2
4611,curb,2,2
4612,acceleration,2,2
4613,planetary,2,1
4614,substantially,2,1
4615,innumerable,2,2
4616,ion,2,2
4617,cereal-heavy,2,1
4618,nationalist,2,2
4619,india's,2,1
4620,stakeholder,2,1
4621,malnutrition,2,1
4622,commission's,2,1
4623,psychiatrist,2,1
4624,eric,2,1
4625,berne,2,1
4626,doorstep,2,1
4627,validation,2,2
4628,over-validation,2,1
4629,afresh,2,2
4630,irony,2,2
4631,chronically,2,2
4632,clarify,2,2
4633,hazardous,2,2
4634,jrjj,2,1
4635,tank,2,2
4636,elevator,2,2
4637,grandparent,2,2
4638,premise,2,2
4639,temptation,2,2
4640,tickle,2,2
4641,horizon,2,2
4642,proof,2,2
4643,tragedy,2,1
4644,diffusion,2,2
4645,pillar,2,1
4646,module,2,1
4647,camp,2,2
4648,entrepreneurial,2,2
4649,organisational,2,1
4650,university's,2,2
4651,professionally,2,2
4652,enrolment,2,2
4653,sweden,2,2
4654,progression,2,2
4655,authentic,2,2
4656,scroll,2,1
4657,downfall,2,1
4658,life's,2,1
4659,memorable,2,2
4660,homogenize,2,1
4661,teeth,2,2
4662,ammie,2,1
4663,kalan,2,1
4664,fieldwork,2,1
4665,hobaiter,2,1
4666,wipe,2,2
4667,conserve,2,2
4668,graph,2,1
4669,urbanization,2,1
4670,pour,2,2
4671,exit,2,1
4672,hurricane,2,1
4673,laymen's,2,1
4674,gassy,2,1
4675,erupt,2,2
4676,frontline,2,2
4677,unskilled,2,2
4678,infectious,2,2
4679,intellect,2,2
4680,hereditarians,2,1
4681,negligible,2,2
4682,certainty,2,2
4683,nicola,2,1
4684,sturgeon's,2,1
4685,scottish,2,1
4686,france's,2,2
4687,overnight,2,2
4688,wherever,2,2
4689,scotland,2,2
4690,gut,2,2
4691,instinct,2,2
4692,apologize,2,2
4693,aisle,2,2
4694,paradigm,2,2
4695,abundance,2,2
4696,feat,2,2
4697,envisage,2,2
4698,beloved,2,1
4699,firefighter,2,1
4700,crumble,2,1
4701,majestic,2,2
4702,interior,2,2
4703,nunez,2,1
4704,observational,2,2
4705,shabby,2,2
4706,redefine,2,2
4707,concentration,2,2
4708,detachment,2,2
4709,navigation,2,1
4710,upcoming,2,2
4711,bicycle,2,2
4712,silicon,2,1
4713,thoughtful,2,2
4714,endurance,2,2
4715,supposedly,2,2
4716,advertiser,2,2
4717,pill,2,2
4718,vietnam,2,2
4719,williams,2,1
4720,hologram,2,1
4721,lee,2,1
4722,framestore,2,1
4723,resemblance,2,1
4724,manual,2,2
4725,uncanny,2,1
4726,unfamiliar,2,2
4727,pre-sell,2,1
4728,coi-recreated,2,1
4729,conjunction,2,2
4730,recently-published,2,1
4731,teacher-led,2,1
4732,crush,2,2
4733,sake,2,2
4734,communicator,2,2
4735,sequel,2,1
4736,unacceptable,2,2
4737,infringe,2,2
4738,literary,2,2
4739,claus,2,1
4740,cocoa,2,1
4741,commuter,2,2
4742,fou,2,2
4743,loyal,2,2
4744,tter,2,2
4745,non-gmo,2,1
4746,stigma,2,1
4747,chase,2,2
4748,nurture,2,2
4749,micro,2,2
4750,plot,2,1
4751,dirt,2,2
4752,carpet,2,2
4753,noise,2,2
4754,sinful,2,2
4755,align,2,2
4756,virtue,2,2
4757,entitlement,2,1
4758,deviate,2,2
4759,tactfully,2,2
4760,deny,2,2
4761,irl,2,1
4762,condemn,2,2
4763,phrase,2,2
4764,worldview,2,1
4765,merit,2,2
4766,stupid,2,2
4767,publicly,2,2
4768,tension,2,2
4769,eve,2,1
4770,recurrence,2,2
4771,erroneous,2,1
4772,hofstede's,2,1
4773,validity,2,2
4774,tara,2,1
4775,transaction,2,2
4776,proofread,2,2
4777,resistant,2,2
4778,bacteria's,2,1
4779,compound,2,2
4780,speaker's,2,1
4781,responsive,2,2
4782,inconsistent,2,2
4783,anticipation,2,2
4784,kahneman,2,1
4785,inconsistency,2,1
4786,tightly,2,2
4787,lavish,2,2
4788,erosion,2,2
4789,surface,2,2
4790,substance,2,2
4791,prehistoric,2,2
4792,ecology,2,1
4793,manipulative,2,2
4794,diplomacy,2,2
4795,activist,2,2
4796,smog,2,1
4797,industrialisation,2,2
4798,thereafter,2,2
4799,discourse,2,2
4800,nonscientific,2,1
4801,cake,2,2
4802,specialty,2,2
4803,lend,2,2
4804,overweight,2,1
4805,override,2,2
4806,scarcity,2,2
4807,desperate,2,2
4808,remedied,2,1
4809,modernise,2,2
4810,critically,2,2
4811,anonymous,2,2
4812,symmetrical,2,2
4813,eccentric,2,2
4814,decorate,2,2
4815,shock,2,2
4816,renew,2,1
4817,telef,2,1
4818,nica,2,1
4819,transcend,2,2
4820,subsidize,2,2
4821,would-be,2,2
4822,solo,2,1
4823,eia,2,1
4824,alienate,2,1
4825,stravinsky,2,1
4826,unorthodox,2,1
4827,shout,2,1
4828,disturbance,2,2
4829,silent,2,2
4830,rebound,2,1
4831,theorist,2,2
4832,stuffiness,2,1
4833,suspend,2,2
4834,installation,2,2
4835,conductor,2,1
4836,adisa,2,1
4837,azapagic,2,1
4838,dorm,2,1
4839,wagon,2,2
4840,worthiness,2,2
4841,syllable,2,1
4842,proficient,2,1
4843,grader,2,1
4844,symbol-sound,2,1
4845,tenette,2,1
4846,convene,2,1
4847,synthesize,2,1
4848,phonemic,2,1
4849,fluency,2,1
4850,arbitrarily,2,2
4851,misrepresent,2,2
4852,chore,2,2
4853,consultancy,2,2
4854,competitiveness,2,2
4855,colonize,2,2
4856,mindlessly,2,2
4857,henrich,2,1
4858,nonconformity,2,1
4859,accumulation,2,2
4860,internationally,2,2
4861,therapist,2,1
4862,thomas,2,2
4863,self-oriented,2,1
4864,marketplace,2,2
4865,brustein,2,1
4866,archive,2,1
4867,inevitability,2,2
4868,degenerate,2,2
4869,bach,2,2
4870,possession,2,2
4871,virus,2,2
4872,unpopular,2,1
4873,counterproductive,2,1
4874,excessively,2,2
4875,doctoral,2,2
4876,confidently,2,2
4877,simplistic,2,2
4878,forty,2,2
4879,exemplify,2,2
4880,dishearten,2,1
4881,consciously,2,2
4882,rent,2,2
4883,forecast,2,1
4884,inflation,2,1
4885,metaverse,2,1
4886,impulse,2,1
4887,indulgence,2,1
4888,pre-rational,2,1
4889,doctrine,2,1
4890,margaret,2,1
4891,assertion,2,2
4892,recreational,2,2
4893,sprawl,2,2
4894,consequently,2,2
4895,workout,2,2
4896,colorful,2,1
4897,letter-detection,2,1
4898,confer,2,1
4899,multilingualism,2,1
4900,bialystok,2,1
4901,correctly,2,2
4902,acceptable,2,2
4903,autumn,2,1
4904,decoration,2,2
4905,wasteland,2,1
4906,splendour,2,1
4907,blender,2,1
4908,assortment,2,2
4909,remote-controlled,2,1
4910,ride,2,1
4911,moderate,2,2
4912,reexamine,2,2
4913,essence,2,2
4914,roy,2,1
4915,biv,2,1
4916,violet,2,1
4917,witty,2,1
4918,undisguised,2,2
4919,irritation,2,1
4920,tennis,2,1
4921,reply,2,2
4922,alteration,2,1
4923,formidable,2,2
4924,ultra-processed,2,1
4925,persistently,2,2
4926,unsafe,2,1
4927,execute,2,2
4928,defer,2,2
4929,contentious,2,1
4930,burlington,2,1
4931,disposal,2,1
4932,industrialize,2,1
4933,merkel,2,1
4934,instability,2,2
4935,overabundance,2,1
4936,alternately,2,2
4937,daytime,2,2
4938,immigrant,2,1
4939,optimism,2,2
4940,vend,2,1
4941,stray,2,2
4942,mistakenly,2,1
4943,penetrate,2,2
4944,conviction,2,2
4945,assertive,2,1
4946,static,2,2
4947,viewpoint,2,2
4948,praiseworthy,2,2
4949,defence,2,1
4950,imaginative,2,2
4951,appal,2,2
4952,simulate,2,1
4953,hide-and-seek,2,1
4954,awaken,2,1
4955,conform,2,1
4956,cyborg,2,1
4957,obsessive,2,1
4958,cosmetic,2,1
4959,airtime,2,1
4960,beholder,2,1
4961,embodiment,2,1
4962,comparatively,2,2
4963,charitable,2,1
4964,free-trade,2,1
4965,populist,2,1
4966,free-traders,2,1
4967,protectionist,2,1
4968,tribal,2,1
4969,face-to-face,2,1
4970,exceedingly,2,2
4971,affection,2,1
4972,scrutinize,2,2
4973,district,2,1
4974,rotate,2,2
4975,chaos,2,2
4976,retention,2,2
4977,jeff,2,1
4978,frighten,2,2
4979,out-of-school,2,1
4980,good-paying,2,1
4981,passion-seekers,2,1
4982,low-paying,2,1
4983,counselor,2,1
4984,aspirant,2,1
4985,domesticate,2,1
4986,stagnation,2,2
4987,julian,2,1
4988,baggini,2,1
4989,startle,2,2
4990,stenfeld,2,1
4991,southeast,2,1
4992,cellulose,2,1
4993,esteem,2,1
4994,pity,2,1
4995,regiment,2,1
4996,snobbish,2,1
4997,yawn,2,1
4998,convergence,2,1
4999,erasure,2,1
5000,childbirth,2,1
5001,diplomatic,2,1
5002,baggage,2,1
5003,truthful,2,1
5004,polarization,2,1
5005,grandchild,2,1
5006,inclusive,2,2
5007,indoors,2,1
5008,shallow,2,1
5009,well-meaning,2,1
5010,undesired,2,1
5011,rejection,2,1
5012,continuously,2,2
5013,unsolicited,2,1
5014,dialect,2,1
5015,broadcast,2,1
5016,railroad,2,1
5017,knight,2,1
5018,detroit,2,1
5019,ford,2,1
5020,oncoming,2,1
5021,four-signal,2,1
5022,machine-learning,2,1
5023,turing,2,1
5024,conceive,2,1
5025,brett,2,1
5026,frischmann,2,1
5027,selinger,2,1
5028,tryto,1,1
5029,ofinteracting,1,1
5030,consultant,1,1
5031,layoff,1,1
5032,dosage,1,1
5033,practitioner,1,1
5034,meteorological,1,1
5035,preventive,1,1
5036,destructive,1,1
5037,obama,1,1
5038,non-idealistic,1,1
5039,characteristically,1,1
5040,maturity,1,1
5041,intolerant,1,1
5042,undertake,1,1
5043,tree-hugging,1,1
5044,save-the-world,1,1
5045,greenie,1,1
5046,gordon,1,1
5047,thoroughness,1,1
5048,run-up,1,1
5049,roundtable,1,1
5050,rio,1,1
5051,janeiro,1,1
5052,johannesburg,1,1
5053,linkage,1,1
5054,thread,1,1
5055,economy-environment,1,1
5056,four-year,1,1
5057,unregulated,1,1
5058,extraction,1,1
5059,slash-and-burn,1,1
5060,fossil-fuel-guzzling,1,1
5061,bust,1,1
5062,fishery,1,1
5063,re-building,1,1
5064,sow,1,1
5065,banks-style,1,1
5066,overshoot,1,1
5067,s-worth,1,1
5068,axe,1,1
5069,hand-in-hand,1,1
5070,under-development,1,1
5071,industralized,1,1
5072,industrialization,1,1
5073,over-exploit,1,1
5074,poison-free,1,1
5075,resources-fuel,1,1
5076,golf,1,1
5077,discernible,1,1
5078,norwegian,1,1
5079,moroccan,1,1
5080,ethiopian,1,1
5081,click-through,1,1
5082,purse,1,1
5083,soar,1,1
5084,brooklyn,1,1
5085,identical,1,1
5086,buildup,1,1
5087,ideologically,1,1
5088,jump-start,1,1
5089,whatsoever,1,1
5090,mismanagement,1,1
5091,self-evident,1,1
5092,e-learning,1,1
5093,man's,1,1
5094,admirable,1,1
5095,willhear,1,1
5096,throughthe,1,1
5097,breast-feed,1,1
5098,syndrome,1,1
5099,fruitless,1,1
5100,revitalise,1,1
5101,govemment's,1,1
5102,americanise,1,1
5103,long-time,1,1
5104,utilise,1,1
5105,immersion,1,1
5106,threeor,1,1
5107,mustchoose,1,1
5108,thecorresponding,1,1
5109,subsidy,1,1
5110,eighty,1,1
5111,compass,1,1
5112,disable,1,1
5113,distracted-driving,1,1
5114,mower,1,1
5115,company-crushing,1,1
5116,ascend,1,1
5117,definite,1,1
5118,proximately,1,1
5119,wasteful,1,1
5120,incremental,1,1
5121,iiterature,1,1
5122,propel,1,1
5123,routinely,1,1
5124,lobbyist,1,1
5125,pay-go,1,1
5126,offset,1,1
5127,excise,1,1
5128,redesign,1,1
5129,threshold,1,1
5130,enrollee,1,1
5131,parade,1,1
5132,simplification,1,1
5133,paper-driven,1,1
5134,narrow-interest,1,1
5135,head-to-head,1,1
5136,prostate,1,1
5137,cholesterol-lowering,1,1
5138,pending,1,1
5139,unrestrained,1,1
5140,preferentially,1,1
5141,authorize,1,1
5142,medicaid,1,1
5143,authoritative,1,1
5144,water-borne,1,1
5145,sewage,1,1
5146,bartram,1,1
5147,water-health,1,1
5148,cropland,1,1
5149,wastewater,1,1
5150,dreschsel,1,1
5151,sanitation,1,1
5152,echo,1,1
5153,liqa,1,1
5154,raschid-sally,1,1
5155,high-cholesterol,1,1
5156,take-aways,1,1
5157,microwave,1,1
5158,ready-meals,1,1
5159,occasional,1,1
5160,swedish,1,1
5161,remodel,1,1
5162,exclusivity,1,1
5163,robinson,1,1
5164,cornish,1,1
5165,custom-made,1,1
5166,plumb,1,1
5167,showcase,1,1
5168,aspire,1,1
5169,housekeep,1,1
5170,frederick,1,1
5171,stave,1,1
5172,margarete,1,1
5173,sch,1,1
5174,tter-lihotsky,1,1
5175,modernist,1,1
5176,triumph,1,1
5177,housewife,1,1
5178,duplicate,1,1
5179,beecher,1,1
5180,qipao,1,1
5181,manchu,1,1
5182,cuff,1,1
5183,publicise,1,1
5184,counsellor,1,1
5185,chord,1,1
5186,discountable,1,1
5187,hospitality,1,1
5188,redeem,1,1
5189,certificate,1,1
5190,roller-skates,1,1
5191,cholesterol,1,1
5192,lunchtime,1,1
5193,oppressive,1,1
5194,child-rearing,1,1
5195,pro-social,1,1
5196,inherit,1,1
5197,templeton,1,1
5198,radnor,1,1
5199,distaste,1,1
5200,crook,1,1
5201,eagerly,1,1
5202,warm-hearted,1,1
5203,offence,1,1
5204,turbulent,1,1
5205,rebellion,1,1
5206,misbehavior,1,1
5207,lofty,1,1
5208,eco,1,1
5209,jon,1,1
5210,leibowitz,1,1
5211,revision,1,1
5212,mallen,1,1
5213,anybody,1,1
5214,recyclable,1,1
5215,conformity,1,1
5216,rahm,1,1
5217,emanuel,1,1
5218,high-poverty,1,1
5219,eighth,1,1
5220,garment,1,1
5221,striker,1,1
5222,blind,1,1
5223,unqualified,1,1
5224,unfavorable,1,1
5225,subconscious,1,1
5226,constructive,1,1
5227,per-capita,1,1
5228,low-carbon,1,1
5229,knock,1,1
5230,chimney,1,1
5231,fury,1,1
5232,supernatural,1,1
5233,lift,1,1
5234,souvenir,1,1
5235,intensely,1,1
5236,in-service,1,1
5237,concise,1,1
5238,understandable,1,1
5239,elect,1,1
5240,robust,1,1
5241,long-range,1,1
5242,technologically,1,1
5243,shawn,1,1
5244,cta,1,1
5245,consumer's,1,1
5246,theatrics,1,1
5247,vega,1,1
5248,fitbit,1,1
5249,apple's,1,1
5250,google's,1,1
5251,android,1,1
5252,microsoft's,1,1
5253,six-point,1,1
5254,hyper-connected,1,1
5255,super-smart,1,1
5256,practicality,1,1
5257,heartbeat,1,1
5258,tellingly,1,1
5259,high-profile,1,1
5260,smartwatches,1,1
5261,incompatibility,1,1
5262,aspirational,1,1
5263,showiness,1,1
5264,finalise,1,1
5265,herald,1,1
5266,change's,1,1
5267,enormously,1,1
5268,non-smoker,1,1
5269,sketchy,1,1
5270,commendable,1,1
5271,emissions-reduction,1,1
5272,importantly,1,1
5273,mobilisation,1,1
5274,tyrant,1,1
5275,clarification,1,1
5276,psychiatric,1,1
5277,jeopardy,1,1
5278,flag,1,1
5279,inconspicuous,1,1
5280,truancy,1,1
5281,full-blown,1,1
5282,unobserved,1,1
5283,carli's,1,1
5284,early-warning,1,1
5285,bacon,1,1
5286,schoolmate,1,1
5287,overcook,1,1
5288,very-popular,1,1
5289,shopkeeper,1,1
5290,faraway,1,1
5291,devon,1,1
